pmid,publication_year,publication_date,first_author,all_authors,title,issn,doi,pages,issue,volume,journal,journal_abbreviation,abstract
39913190,2025,,Thanat Chaikijurajai,"Thanat Chaikijurajai, J Emanuel Finet, Yuping Wu, Serge C Harb, Justin L Grodin, Wael A Jaber, W H Wilson Tang",Risk Stratification with Haemodynamic Gain Index and Peak Rate-Pressure Product in Patients with Chronic Heart Failure Undergoing Treadmill Exercise Testing.,2047-4881,10.1093/eurjpc/zwaf046,,,,European journal of preventive cardiology,Eur J Prev Cardiol,"We recently demonstrated the combined prognostic value of two simple non-invasive parameters obtained from treadmill exercise testing in patients with heart failure (HF) with reduced ejection fraction, the haemodynamic gain index (HGI) and peak rate-pressure product (RPP). However, their prognostic value is yet to be validated in patients with undifferentiated HF syndrome. We identified consecutive HF patients undergoing treadmill exercise testing for symptom evaluation between 1/1991-2/2015. HGI was calculated from [(SBPpeak x heart ratepeak) - (SBPrest x heart raterest)]/(SBPrest x heart raterest), and peak RPP was calculated from SBPpeak x heart ratepeak. Hazard ratios per doubling of HGI and peak RPP for all-cause mortality were estimated using multivariable Cox regression models with adjustment for traditional cardiovascular risk factors and exercise testing parameters (chronotropic reserve index, estimated metabolic equivalents, abnormal heart rate recovery, and total exercise time). In our cohort of 5,940 patients with symptomatic HF diagnosis with median follow up of 7.1 years, 2,222 (37.4%) patients died. Higher both HGI and peak RPP were associated with a lower risk of mortality (adjusted hazard ratio per standard deviation increase 0.80 [0.73-0.88] and 0.85 [0.78-0.91], respectively, all p<0.001). Optimal cut-off values for HGI and peak RPP for discriminating all-cause mortality were 1.06 and 18,966, respectively. Both HGI and peak RPP are predictors of mortality in patients with chronic HF and may be tools to signal need for advanced HF therapy evaluation."
39886325,2025,,Binita Rajbanshi,"Binita Rajbanshi, Igor Prufer Q C Araujo, Lawren VandeVrede, Peter A Ljubenkov, Adam M Staffaroni, Hilary W Heuer, Argentina Lario Lago, Eliana Marisa Ramos, Leonard Petrucelli, Tania Gendron, Jeffrey L Dage, William W Seeley, Lea T Grinberg, Salvatore Spina, Randall J Bateman, Howard J Rosen, Bradley F Boeve, Adam L Boxer, Julio C Rojas",Clinical and neuropathological associations of plasma Aβ,2352-8729,10.1002/dad2.70078,e70078,1,17,"Alzheimer's & dementia (Amsterdam, Netherlands)",Alzheimers Dement (Amst),"Plasma amyloid beta We compared the clinical, neuroimaging, and neuropathological associations of plasma Aβ Aβ Plasma p-tau217 has clinical, neuroimaging, and neuropathological correlates in sporadic FTD and may identify FTD cases with AD co-pathology. Alzheimer's disease (AD) features could be identified with plasma phosphorylated tau217 (p-tau217) in frontotemporal lobar degeneration (FTLD).Plasma p-tau217 is a better discriminator of AD co-pathology and AD-associated features in FTLD than plasma amyloid beta"
39883116,2025,,Rebecca L Molinsky,"Rebecca L Molinsky, Amil Shah, Melana Yuzefpolskaya, Bing Yu, Jeffrey R Misialek, Bruno Bohn, David Vock, Richard MacLehose, Barry A Borlaug, Paolo C Colombo, Chiadi E Ndumele, Junichi Ishigami, Kunihiro Matsushita, Pamela L Lutsey, Ryan T Demmer",Infection-Related Hospitalization and Incident Heart Failure: The Atherosclerosis Risk in Communities Study.,2047-9980,10.1016/j.jchf.2022.05.008,e033877,3,14,Journal of the American Heart Association,J Am Heart Assoc,"The immune response to infections may become dysregulated and promote myocardial damage contributing to heart failure (HF). We examined the relationship between infection-related hospitalization (IRH) and HF, HF with preserved ejection fraction, and HF with reduced ejection fraction. We studied 14 468 adults aged 45 to 64 years in the ARIC (Atherosclerosis Risk in Communities) Study who were HF free at visit 1 (1987-1989). IRH was identified using select  IRH was associated with incident HF, HF with reduced ejection fraction, and HF with preserved ejection fraction. IRH might represent a modifiable risk factor for HF pathophysiology."
39877932,2025,,Xiaoxian Zhao,"Xiaoxian Zhao, Deepa Jagadeesh, Juraj Bodo, Lisa Durkin, Daniel J Lindner, Sarah L Ondrejka, Eric D Hsi",Angioimmunoblastic T-cell lymphoma: Characterization of clonal T and B cells and a patient-derived xenograft study of coexisting T- and B-cell proliferation.,2688-6146,10.1182/blood-2017-11-818617,e1080,1,6,EJHaem,EJHaem,"Angioimmunoblastic T-cell lymphoma (AITL) is a rare and aggressive lymphoma with a poor prognosis. AITL is associated with Epstein-Barr virus (EBV)-positive B cells in most cases, suggesting a possible role for the virus in the pathobiology of AITL. Cell lines from AITL patients do not exist and models of human AITL are needed. We aim to establish such a model and use it for preclinical therapeutic evaluation. Primary lymph node tissue from an AITL patient was used for tumor cell isolation and injection to NSG mice. The established patient-derived xenograft (PDX) model was characterized by immunophenotyping, whole-exome sequencing (WES), and T/B-cell receptor gene rearrangement studies. In vivo AITL PDX trials were performed with elotuzumab, romidepsin, and rituximab. An AITL PDX mouse model that includes a coexisting EBV+ B-cell proliferation was established. We confirmed clonal identity of the engrafted T cells with the primary T-lymphoma cells. WES on DNA from xenografted sorted T and B cells identified eight and three mutations previously reported in the COSMIC database, respectively. Primary tumor cells could be passaged serially in NSG mice with an increasing percentage of monoclonal B cells that mimic the human condition in which the clonal B-cell component in some cases may mask an underling T-cell lymphoma. In this PDX mouse study, single agent elotuzumab or rituximab significantly improved mice survival. Survival was further improved when elotuzumab or romidepsin was combined with rituximab. To our knowledge, this is the first molecular characterization of AITL model coexisting with associated EBV+ B cells, and use of such a PDX model for therapeutic evaluation of agents targeting both malignant T cells and B cells simultaneously."
39846279,2025,,Sebastian D Santos-Patarroyo,"Sebastian D Santos-Patarroyo, Juan A Quintero-Martinez, Brian D Lahr, Supavit Chesdachai, Daniel C DeSimone, Hector R Villarraga, Hector I Michelena, Larry M Baddour",Comprehensive Assessment of the Risk of Symptomatic Embolism in Patients With Infective Endocarditis.,2047-9980,10.1111/echo.15400,e036648,3,14,Journal of the American Heart Association,J Am Heart Assoc,"Echocardiographic evaluation of vegetations is crucial in infective endocarditis (IE). Although several studies have noted a link between larger vegetations and an increased risk of embolization, a more comprehensive evaluation of vegetation characteristics in a contemporary cohort has not been conducted. Our study aimed to define the short-term risk of symptomatic embolization in patients with IE. The Mayo Clinic IE registry was screened to identify patients from 2015 to 2021 who had undergone transesophageal echocardiography. Multivariable subdistribution hazards regression analysis was used to identify factors associated with the cumulative incidence of symptomatic embolism over 30 days accounting for the competing risk of death. Overall, 779 patients with IE were included, of whom 517 (66.4%) were men, median age was 65.0 (interquartile range, 52.9-74.8) years, and 89.3% were White. In total, 234 patients had a symptomatic embolic event, a 30-day cumulative incidence of 30.2%. In multivariable analysis, a highly mobile vegetation was the strongest predictor of embolism ( Highly mobile, larger vegetations are associated with embolic events. Embolic risk could be assessed by evaluating length as a continuous variable, alongside other echocardiographic findings, using a newly developed scoring tool; external validation is warranted."
39839078,2025,,Benjamin R Underwood,"Benjamin R Underwood, Ilianna Lourida, Jessica Gong, Stefano Tamburin, Eugene Yee Hing Tang, Emad Sidhom, Xin You Tai, Matthew J Betts, Janice M Ranson, Margarita Zachariou, Olajide E Olaleye, Saswati Das, Neil P Oxtoby, Shanquan Chen, David J Llewellyn",Data-driven discovery of associations between prescribed drugs and dementia risk: A systematic review.,2352-8737,10.1093/bioinformatics/btaa451,e70037,1,11,"Alzheimer's & dementia (New York, N. Y.)",Alzheimers Dement (N Y),"Recent clinical trials on slowing dementia progression have led to renewed focus on finding safer, more effective treatments. One approach to identify plausible candidates is to assess whether existing medications for other conditions may affect dementia risk. We conducted a systematic review to identify studies adopting a data-driven approach to investigate the association between a wide range of prescribed medications and dementia risk. We included 14 studies using administrative or medical records data for more than 130 million individuals and 1 million dementia cases. Despite inconsistencies in identifying specific drugs that may modify Alzheimer's or dementia risk, some themes emerged for drug classes with biological plausibility. Antimicrobials, vaccinations, and anti-inflammatories were associated with reduced risk, while diabetes drugs, vitamins and supplements, and antipsychotics were associated with increased risk. We found conflicting evidence for antihypertensives and antidepressants. Drug repurposing for use in dementia is an urgent priority. Our findings offer a basis for prioritizing candidates and exploring underlying mechanisms. ·We present a systematic review of studies reporting association between drugs prescribed for other conditions and risk of dementia including 139 million people and 1 million cases of dementia.·Our work supports some previously reported associations, for example, showing decreased risk of dementia with drugs to treat inflammatory disease and increased risk with antipsychotic treatment.·Antimicrobial treatment was perhaps more surprisingly associated with decreased risk, supportive of recent increased interest in this potential therapeutic avenue.·Our work should help prioritize drugs for entry into adaptive platform trials in Alzheimer's disease and will serve as a useful resource for those investigating drugs or classes of drugs and risk of dementia."
39818674,2025,,Megan A Rech,"Megan A Rech, Christopher R Carpenter, Neelum T Aggarwal, Ula Hwang",Anti-Amyloid Therapies for Alzheimer's Disease and Amyloid-Related Imaging Abnormalities: Implications for the Emergency Medicine Clinician.,1097-6760,10.1016/j.annemergmed.2024.12.002,526-536,6,85,Annals of emergency medicine,Ann Emerg Med,"Alzheimer's disease is the neurodegenerative disorder responsible for approximately 60% to 70% of all cases of dementia and is expected to affect 152 million by 2050. Recently, anti-amyloid therapies have been developed and approved by the Food and Drug Administration as disease-modifying treatments given as infusions every 2 to 5 weeks for Alzheimer's disease. Although this is an important milestone in mitigating Alzheimer's disease progression, it is critical for emergency medicine clinicians to understand what anti-amyloid therapies are and how they work to recognize, treat, and mitigate their adverse effects. Anti-amyloid therapies may be underrecognized contributors to emergency department visits because they carry the risk of adverse effects, namely amyloid-related imaging abnormalities. Amyloid-related imaging abnormalities are observed as abnormalities on magnetic resonance imaging as computed tomography is not sensitive enough to detect the microvasculature abnormalities causing vasogenic edema (amyloid-related imaging abnormalities-E) microhemorrhages and hemosiderin deposits (amyloid-related imaging abnormalities-H). Patients presenting with amyloid-related imaging abnormalities may have nonspecific neurologic symptoms, including headache, lethargy, confusion, and seizures. Anti-amyloid therapies may increase risk of hemorrhagic conversion of ischemic stroke patients receiving thrombolytics and complicate the initiation of anticoagulation. Given the novelty of anti-amyloid therapies and limited real-world data pertaining to amyloid-related imaging abnormalities, it is important for emergency medicine clinicians to be aware of these agents."
39814002,2025,,Luiz Felipe Pinto,"Luiz Felipe Pinto, Marcus V Pinto, Paula Accioli, Gabriela Amorim, Renata Gervais de Santa Rosa, Moises Dias, Mariana Guedes, Carlos P Gomez, Roberto C Pedrosa, Marcia Waddington-Cruz",Real-world tafamidis experience in hereditary transthyretin amyloidosis with peripheral neuropathy in Brazil.,1678-4227,10.1212/WNL.0000000000001870,1-6,1,83,Arquivos de neuro-psiquiatria,Arq Neuropsiquiatr," Tafamidis is a kinetic stabilizer that binds to the transthyretin (TTR) gene, inhibiting its dissociation. It is the only disease-modifying treatment for hereditary TTR amyloidosis with peripheral neuropathy (ATTRv-PN) available in the National Therapeutic Form (Formulário Terapêutico Nacional, FTN, in Portuguese) of the Brazilian Unified Health System (Sistema Único de Saúde, SUS, in Portuguese).  To assess if the efficacy and safety of tafamidis in the Brazilian real-world experience are comparable to the results of clinical trials.  We retrospectively studied all patients with ATTRv-PN evaluated at our center from September 2011 to March 2022 (data cut-off) who were initiated on tafamidis and had at least 1 follow up visit 6 months after the initiation of the drug treatment. Neurologic and functional outcomes were compared from day 1 (D1) of the tafamidis treatment (baseline) to the last follow-up.  In total, 33 patients were included, 18 (55%) of whom were female. All patients were carriers of the V30M mutation of ATTRv-PN, and 20 (61%) presented early onset (EO) ATTRv-PN. At baseline, the median age of the sample was of 40 (interquartile range [IQR]: 36-68) years, the median Neuropathy Impairment Score (NIS) was of 10 (6-24) points, and the median body mass index (BMI) was of 26 (23-28) kg/m  The efficacy and safety of tafamidis reported in clinical trials is expandable to the Brazilian real-world scenario in EO and late-onset (LO) ATTRv-PN."
39781369,2025,,Sean C Clark,"Sean C Clark, Karissa N Simon, Daniel B F Saris, Michael J Taunton, Aaron J Krych, Mario Hevesi",Double-level osteotomy (DLO) for varus deformity results in over a decade of mean survival without compromising subsequent total knee arthroplasty function at a mean 26-year follow-up.,2197-1153,10.5792/ksrr.2016.28.2.89,e70140,1,12,Journal of experimental orthopaedics,J Exp Orthop,"Double-level osteotomies (DLOs) have shown promising results for knee joint preservation, however, most ultimately progress in terms of degenerative disease resulting in conversion to total knee arthroplasty (TKA). Therefore, the purpose of this study was to examine the time to TKA conversion, long-term clinical outcomes and revision rates of patients who have undergone TKA after prior ipsilateral DLO. Patients who underwent simultaneous or staged DLO and subsequently underwent conversion to TKA at a single academic institution from 1997 to 2022 were evaluated. The type of osteotomy performed (opening- vs. closing-wedge), osteotomy hardware fixation, when and if osteotomy hardware was removed, implanted TKA components and revision rates were recorded. Postoperative outcomes, including Forgotten Joint Score-12 (FJS-12), Tegner Activity Scale score and subjective knee preference were also obtained. A total of 22 patients (24 knees) underwent TKA following DLO and were followed for an average of 26.1 ± 7.7 years. The average time from DLO to TKA conversion was 14.1 ± 6.5 years, with 70.8% of knees converting to TKA more than 10 years after DLO. The mean follow-up after conversion to TKA was 12.0 ± 7.7 years. Only 12.5% of patients received a varus-valgus or hinged-constrained TKA. At the final follow-up, the mean FJS-12 was 75.8 ± 23.1, while the mean Tegner Activity Scale score was 2.5 ± 1.1. Seventy-seven percent of patients had no subjective knee preference or preferred their DLO-TKA knee. Only two knees (7.4%) underwent subsequent revision after index arthroplasty at a mean of 9.3 years postoperatively. A majority of DLOs (70.8%) converted to TKA after more than a decade. Subsequent TKA function was favorable as most patients had either no subjective knee preference or preferred their DLO-TKA knee. This study demonstrates both long-term joint preservation and uncompromised TKA function after prior DLO. Level IV."
39780860,2025,,Katerina J Green,"Katerina J Green, Daniel G Eyassu, Amiti Jain, Priya Arya, Estephania Candelo, Dontre' M Douse, Naboth N Matinhira, Clemence Chidziva, Joshua P Wiedermann",Quantifying capacity of otolaryngology-head and neck surgery in Zimbabwe.,2378-8038,10.1016/s1526-0542(02)00265-8,e70062,1,10,Laryngoscope investigative otolaryngology,Laryngoscope Investig Otolaryngol,"To evaluate the otolaryngology surgical capacity in Harare, Zimbabwe by analyzing procedural volumes across four hospitals, one private and three public, from 2019 to 2022. A retrospective review of hand-written surgical case logs was conducted at Harare Eye, Ear, Nose, and Throat Institute (HEENT), Parirenyatwa Group of Hospitals (PGH), Sally Mugabe Children's Hospital (SMCH), and Sally Mugabe Adult's Hospital (SMAH). Patient age and surgical intervention for all otolaryngology surgeries performed in the operating room from 2019 to 2022 were recorded. Procedures were categorized into six groups: head and neck malignancy, laryngeal surgery, oropharyngeal surgery, otologic surgery, rhinology/sinus surgery, and other. Data were analyzed using descriptive statistics to identify trends in surgical volume and types of procedures across hospitals. A total of 2626 procedures were recorded: 1470 at HEENT, 377 at PGH, 625 at SMCH, and 154 at SMAH. Of these, 39.5% were performed on pediatric patients and 60.5% on adult patients. The most common procedures were adenotonsillectomy/adenoidectomy/tonsillectomy (38.9%), diagnostic endoscopies (10.4%), and endoscopic sinus surgery (8.3%). HEENT performed the highest volume and widest range of procedures. HEENT had higher surgical volumes across all groups of procedure, except for laryngeal surgery. This study found disparities in otolaryngology surgical capacity between a private hospital, HEENT, and three public tertiary hospitals-SMCH, SMAH, and PGH, the largest hospital in the country-in Harare, Zimbabwe. Additionally, it highlights areas for targeted interventions in capacity building. This study establishes a foundation for understanding otolaryngologic surgical capacity in the country, supporting international collaboration, guiding future research, and serving as a model for similar assessments in other LMICs. Level VI."
39748835,2024,,Clifford R Jack,"Clifford R Jack, Ana Graf, Samantha C Burnham, Erin G Doty, Hans J Moebius, Philip Montenigro, Eric Siemers, Kaycee M Sink, Leslie M Shaw, Charlotte Thim Hansen, Kristin R Wildsmith, Simin Mahinrad, Maria C Carrillo, Christopher J Weber",Application of the revised criteria for diagnosis and staging of Alzheimer's disease: Drug development and clinical practice.,2352-8737,10.1001/jama.2024.13855,e70013,4,10,"Alzheimer's & dementia (New York, N. Y.)",Alzheimers Dement (N Y),"The newly proposed revised criteria for diagnosis and staging of Alzheimer's disease (AD) by the Alzheimer's Association (AA) Workgroup represent a significant milestone in the field. These criteria offer objective measures for diagnosing and staging biological AD, bridging the gap between research and clinical care. Although implementation feasibility may vary across regions and settings, improving the availability and accuracy of biomarkers, especially plasma biomarkers, is expected to enhance the applicability of these criteria in clinical practice. The Fall 2023 Alzheimer's Association Research Roundtable (AARR) meeting served as a forum for gathering industry perspectives and feedback on these revised criteria, ensuring that the new criteria inform research, clinical trial design, and clinical care. In this article, we outline a summary of the newly proposed ""Revised Criteria for Diagnosis and Staging of AD: AA Workgroup"" and provide highlights from the AARR meeting in fall 2023. The Alzheimer's Association Research Roundtable (AARR) convened leaders from industry, academia, and government, to review the "
39744754,2025,,Alexandr M Pinkhasov,"Alexandr M Pinkhasov, David Y Yang, Elise Tentis, Matthew Ziegelmann",Contemporary nonsurgical management of Peyronie's disease.,1473-6586,10.1097/MOU.0000000000001255,135-141,2,35,Current opinion in urology,Curr Opin Urol,"Peyronie's disease characterizes a condition in which there is angular curvature of the penis. We know that the most patients with Peyronie's disease will not have spontaneous resolution of their penile curvature. As such, patients who desire treatment can elect for either surgical or nonsurgical therapy. Herein, we discuss the contemporary nonsurgical management options for Peyronie's disease. Nonsurgical management options for Peyronie's disease include oral therapy, intra-lesional injections, and penile traction therapy. At the time of this review, there is essentially no high-level evidence demonstrating any benefit for oral therapy. Penile traction therapy has evolved over the past decade with second-generation devices demonstrating strong efficacy and more convenient treatment regimens. Intra-lesional options include collagenase Clostridium histolyticum (CCH), verapamil, and interferon alpha-2b. The IMPRESS trial garnered the strongest level of evidence (two randomized, double-blind, placebo-controlled trials) to support the safety and efficacy of CCH. Verapamil is an option supported by several urological societies; however, the evidence supporting its efficacy is inconsistent between several notable series and randomized studies. IFN alpha 2b can produce modest improvement in curvature, however, is not available for use in North America. Herein, we will discuss notable advances in nonsurgical management of Peyronie's disease."
39719412,2025,,Henri Lu,"Henri Lu, Riccardo M Inciardi, Martin Abanda, Amil M Shah, Maja Cikes, Brian L Claggett, Narayana Prasad, Carolyn S P Lam, Margaret Redfield, John J V McMurray, Marc A Pfeffer, Scott D Solomon, Sheila M Hegde, Hicham Skali",Multiparametric Assessment of Right Ventricular Dysfunction in Heart Failure: An Analysis From PARAGON-HF.,2047-9980,10.1093/eurheartj/ehm554,e037380,1,14,Journal of the American Heart Association,J Am Heart Assoc,"This study aims to characterize right ventricular dysfunction (RVD) in heart failure (HF) with preserved ejection fraction and understand the cumulative prognostic value of abnormal RV echocardiographic parameters in HF with preserved ejection fraction. Data from 809 patients in the PARAGON-HF (Prospective Comparison of Angiotensin Receptor-Neprilysin Inhibitor With Angiotensin-Receptor Blocker Global Outcomes in HF With Preserved Ejection Fraction) echocardiographic substudy (55% women, mean age 74±8 years) were analyzed. Correlates of RVD (defined as tricuspid annular plane systolic excursion <1.7 cm, fractional area change <35% or absolute RV free wall longitudinal strain <20%) were identified using multivariable logistic regression models. We further assessed the prognostic value of the number of abnormal RV parameters (0, 1, ≥2) on total HF hospitalizations (HFH) and cardiovascular death, total HFH, first HFH or cardiovascular death, all-cause death, and cardiovascular death. RVD was identified in 461 (57%) patients. Correlates of RVD included older age, higher heart rate, atrial fibrillation/flutter, greater left ventricle wall thickness, higher N-terminal pro-B-type natriuretic peptide levels, lower systolic blood pressure, and lower left ventricle absolute global longitudinal strain. These results were consistent across sexes, except atrial fibrillation/flutter and LV wall thickness, which were associated with a higher risk of RVD in men but not in women. Participants with ≥2 abnormal RV parameters had a significantly higher adjusted risk of total HFH and cardiovascular death (rate ratio, 2.13 [95% CI, 1.13-4.01]), first HFH or cardiovascular death, all-cause death, and cardiovascular death. Conversely, an isolated abnormal RV parameter was not associated with a worse outcome. RV measures may underestimate the burden of RVD in HF with preserved ejection fraction when considered in isolation. Clinicians should consider multiple dimensions to comprehensively assess RV function in patients with HF with preserved ejection fraction."
39692024,2025,,Yohann Bohbot,"Yohann Bohbot, Benjamin Essayagh, Giovanni Benfari, Jeroen J Bax, Thierry Le Tourneau, Yan Topilsky, Clemence Antoine, Dan Rusinaru, Francesco Grigioni, Nina Ajmone Marsan, Aniek van Wijngaarden, Aviram Hochstadt, Jean Christian Roussel, Momar Diouf, Prabin Thapa, Hector I Michelena, Maurice Enriquez-Sarano, Christophe Tribouilloy",Prognostic Implications of Right Ventricular Dysfunction in Severe Degenerative Mitral Regurgitation.,2047-9980,10.1093/ejechocard/jen247,e036206,1,14,Journal of the American Heart Association,J Am Heart Assoc,"The prevalence and impact of right ventricular dysfunction (RVD) in degenerative mitral regurgitation (DMR) is unknown. We aimed to determine whether RVD assessed by echocardiography in routine clinical practice is independently associated with mortality in patients with DMR. We used data from the MIDA-Q (Mitral Regurgitation International DAtabase-Quantitative) registry, which included patients with isolated DMR due to mitral valve prolapse from January 2003 to January 2020 from 5 tertiary centers across North America, Europe, and the Middle East. A cohort of 2917 (mean age: 66 years, 70.8% male patients, follow-up: 5.2 [3.3-8.3] years) consecutive patients with severe DMR was included and long-term mortality was analyzed. RVD, identified in 426 (14.6%) patients, was associated with reduced 8-year survival (55%±3% versus 77%±1%;  RVD is observed in 14.6% of severe DMR and exhibits a powerful and independent association with excess mortality partially attenuated by mitral surgery. Therefore, assessment of right ventricular systolic function should be included in routine DMR evaluation and in the clinical decision-making process."
39691254,2024,,Jasmine Naru,"Jasmine Naru, Megan Othus, ChenWei Lin, Melinda A Biernacki, Marie Bleakley, Thomas R Chauncey, Harry P Erba, Min Fang, Matthew P Fitzgibbon, Phillip R Gafken, Richard G Ivey, Jacob J Kennedy, Travis D Lorentzen, Soheil Meshinchi, Anna Moseley, Era L Pogosova-Agadjanyan, Vivian M Liu, Jerald P Radich, Uliana J Voytovich, Pei Wang, Jeffrey R Whiteaker, Cheryl L Willman, Feinan Wu, Amanda G Paulovich, Derek L Stirewalt",Proteogenomic characterization of highly enriched viable leukemic blasts in acute myeloid leukemia: A SWOG report.,2688-6146,10.1002/jha2.1041,1243-1251,6,5,EJHaem,EJHaem,"Acute myeloid leukemia (AML) remains one of the deadliest hematopoietic malignancies. A better understanding of the molecular biology governing AML may lead to improved risk stratification and facilitate the development of novel therapies. Proteins are responsible for much of the biology of cells. Several studies have examined the global proteome in bulk mononuclear cells (MNCs) from AML specimens, which are comprised a heterogenous population of cells at various stages of differentiation. Given the potential impact of the nonleukemic cells on protein expression profiles, we applied an integrative proteogenomic approach utilizing next-generation sequencing and mass spectrometry-based proteomics to identify novel protein biomarkers in unsorted MNCs and viable leukemic blasts (VLBs) isolated from blood and bone marrow specimens obtained at the time of AML diagnosis. We identified significant differences in protein expression between VLBs and MNCs. Subsequent studies ( Together, the results provide insight into the biology of VLBs and demonstrate the gains derived from examining the proteome in addition to genome and transcriptome."
39635465,2024,,Robert P Frantz,"Robert P Frantz, Shashank S Desai, Gregory Ewald, Veronica Franco, Antoine Hage, Evelyn M Horn, Shane J LaRue, Michael A Mathier, Stacy Mandras, Myung H Park, Ashwin K Ravichandran, Joel D Schilling, I-Wen Wang, Ronald Zolty, Gabriela Gomez Rendon, Mark A Rocco, Mona Selej, Carol Zhao, J Eduardo Rame",SOPRANO: Macitentan in patients with pulmonary hypertension following left ventricular assist device implantation.,2045-8932,10.1002/pul2.12446,e12446,4,14,Pulmonary circulation,Pulm Circ,"Macitentan is a dual endothelin receptor antagonist (ERA) approved for treating pulmonary arterial hypertension (PAH). SOPRANO evaluated the efficacy and safety of macitentan versus placebo in pulmonary hypertension (PH) patients after left ventricular assist device (LVAD) implantation. SOPRANO was a phase 2, multicenter, double-blind, randomized, placebo-controlled, parallel-group study. Patients with an LVAD implanted within the prior 90 days who had persistent PH (i.e., mean pulmonary arterial pressure ≥25 mmHg, pulmonary artery wedge pressure [PAWP] ≤18 mmHg, and pulmonary vascular resistance [PVR] >3 Wood units [WU]) were randomized (1:1) to macitentan 10 mg or placebo once daily for 12 weeks. The primary endpoint was change in PVR. Secondary endpoints included change in right-heart catheterization hemodynamic variables, N-terminal prohormone of brain natriuretic peptide levels, World Health Organization functional class, and safety/tolerability. Fifty-seven patients were randomized to macitentan ("
39634629,2024,,Hassam Ali,"Hassam Ali, Vinay Jahagirdar, Hanna Blaney, Dushyant Singh Dahiya, Manesh K Gangwani, Pratik Patel, Umar Hayat, Fouad Jaber, Douglas A Simonetto, Sanjaya K Satapathy",Forecasting Alcohol-Related Liver Disease Mortality Trends in Younger Populations Using Advanced Time-Series Models: A 1999-2030 Analysis.,2397-9070,10.1002/jgh3.70057,e70057,12,8,JGH open : an open access journal of gastroenterology and hepatology,JGH Open,"Alcohol-related liver disease (ALD) has emerged as a significant public health concern, particularly among younger populations. ALD remains the leading cause of alcohol-attributable deaths. This study aims to forecast ALD mortality trends up to 2030, focusing on individuals under 55 years. We utilized data from the CDC WONDER database (1999-2022) to examine ALD-related deaths, identified by ICD-10 codes (K70.0-K70.9). Crude mortality rates (CMRs) per 100 000 were analyzed and temporal trends were assessed using annual and average annual percent changes (APC/AAPC) with empirical quantile confidence intervals. An Autoregressive Integrated Moving Average (ARIMA) model was employed to project mortality rates until 2030, validated through time series cross-validation. From 1999 to 2022, there were 181 862 ALD-related deaths among individuals under 55, with mortality rates increasing from 3.9 per 100 000 in 1999 to 9.7 per 100 000 in 2022 (AAPC 4.66%, 95% CI: 3.90%-5.86%). Projections suggest rates will continue to rise, reaching 14.4 per 100 000 by 2030. From 1999 to 2022, the 25-34 age group experienced the highest increase, with an AAPC of 10.27% (95% CI: 9.19%-11.35%), while the 35-44 and 45-54 age groups showed more moderate increases, with AAPCs of 5.03% and 4.38%, respectively. Projections indicate an AAPC of 3.86% for ages 25-34, 3.90% for ages 35-44, and 6.17% for ages 45-54 by 2030. Forecasts indicate a continued rise in ALD mortality among individuals under 55, necessitating immediate public health strategies to mitigate this trend."
39632007,2024,,Shmuel Banai,"Shmuel Banai, Amir Lerman, Stefan Verheye","The Reducer Is a Novel, Safe, and Effective Therapy to Optimize the Management of Patients With Stable Angina.",1558-3597,10.1016/j.jacc.2024.08.083,e337,24,84,Journal of the American College of Cardiology,J Am Coll Cardiol,
39622460,2025,,Nikita Chhabra,"Nikita Chhabra, Cumara B O'Carroll, Han Wang, Adnan Shahid, Amir A Mbonde, Rachel E Carlin, Oana M Dumitrascu, Gyanendra Kumar, Josephine F Huang, Eugene L Scharf, Chia-Chun Chiang","Presentation, treatment and outcomes of acute basilar artery occlusion: A retrospective analysis.",1532-8511,10.1016/j.jstrokecerebrovasdis.2024.108153,108153,1,34,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,J Stroke Cerebrovasc Dis,"We aim to assess the clinical presentation, treatment, and outcomes in patients with acute basilar artery occlusion (BAO) after receiving medical management (MM) (including IV thrombolysis, antiplatelet, anticoagulation) and endovascular therapy (EVT) (including intra-arterial thrombolysis, stent placement, mechanical thrombectomy). This is a retrospective cohort study including all adult patients treated at three Mayo Clinic stroke centers with acute BAO from 2008 to 2021. Chart review was conducted to extract details of presentation, treatment, and outcome. Comparisons of treatment outcomes between patients treated with MM and EVT were analyzed and include changes of modified Rankin Scale (mRS) and NIHSS score change from admission to discharge. A total of 182 patients were included in our final analysis: 95 in the MM group and 87 in the EVT group. There was a statistically significant difference in favorable functional outcome at discharge (mRS 0-3) favoring the MM group compared to EVT group (56.0 % vs 34.9 %; OR 0.42, p = 0.005) and the difference remained significant in multivariate analysis (OR 0.38, p = 0.048). There were significantly increased odds of having NIHSS improvement of >5 points (OR 3.94 p < 0.001), and 10 points (OR 3.92 p < 0.001) in patients treated with EVT compared to MM. Our data demonstrates that although in general patients who received EVT had lower odds of having favorable outcomes at discharge, they were also more likely to have NIHSS score improvement of >5 and 10 points from presentation to discharge compared to MM, suggesting EVT could be beneficial in some patients."
